ID в ИС ГТИБД,Название,Название (англ.),Адрес,Телефоны,Сайт,Электронная почта,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция
15796,КОНТАКТ БАР,CONTACT BAR,"м. Пионерская, 197348, Санкт-Петербург, Коломяжский пр., д. 15, корпус 2, ТК ""Купеческий двор""",+7(812) 950-82-60,http://kontaktbar.ru,,,нет,"60.001523,30.299429"
15802,Брассерия Kriek,Brasserie KRIEK,"м. Гостиный двор, 191025, Санкт-Петербург, Невский пр., д. 47","+7(812) 611-11-10, 
+7(812)418-39-93",http://www.kriek.ru,,,нет,"59.932441,30.347381"
15803,Брассерия Kriek,Brasserie KRIEK,"м. Озерки, 194356, Санкт-Петербург, Энгельса пр., д. 124 (ТРК ""Вояж"")","+7(812) 611-11-10, 
+7(812)907-34-10",http://www.kriek.ru,,,нет,"60.040222,30.324348"
15804,Брассерия Kriek,Brasserie KRIEK,"м. Невский пр., 191186, Санкт-Петербург, Невский пр., д. 22-24","+7(812) 611-11-10, 
+7(812) 314-38-58",http://www.kriek.ru,,,нет,"59.935944,30.324097"
15805,Брассерия Kriek,Brasserie KRIEK,"м. Василеостровская, 199034, Санкт-Петербург, 6-ая линия, В.О., д. 25","+7(812) 611-11-10,
+7(812) 323-38-81, 
+7(911) 824 63 98",http://www.kriek.ru,,,нет,"59.942043,30.280268"
15806,Брассерия Kriek,Brasserie KRIEK,"м. Гостиный двор, 191186, Санкт-Петербург, Итальянская ул., д. 17","+7 (812) 611-11-10,
+7 (812) 595-41-53, +7(921) 887-03-13",http://www.kriek.ru,,,нет,"59.936133,30.334293"
15807,Брассерия Kriek,Brasserie KRIEK,"м. Чкаловская, 197110, Санкт-Петербург, Малый пр. ПС, д. 48","+7(812) 611-11-10, 
+7(812) 235-46-21",http://www.kriek.ru,,,нет,"59.959606,30.296186"
15829,Тауэр Паб,Tower Pub,"м. Горьковская,197046, Санкт-Петербург, ул. Куйбышева, д. 23",+7(812) 233-57-33,http://www.pub-tower.ru/,admin@pub-tower.ru,,нет,"59.956557,30.331508"
15830,Темплет Бар,The Templet Bar,"м. Пр. Ветеранов, 198262, Санкт-Петербург, Дачный пр., 9/1",+77(812)324-68-76,http://templetbar.ru/templet-dachnyj/,mail@templetbar.ru,,нет,"59.846549,30.244362"
15831,Темплет Бар,The Templet Bar,"м. Чернышевская, 198262, Санкт-Петербург, ул. Бухарестская 114, к.1",+7(812)773-69-33,http://templetbar.ru/templet-kupchino/,mail@templetbar.ru,,нет,"59.849189,30.405331"
15832,Темплет Бар,The Templet Bar,"м. Василеостровская, 199178, Санкт-Петербург, Средний пр. 66/30",+7(812)321-59-15,http://templetbar.ru/templet-vasilevskij/,mail@templetbar.ru,,нет,"59.939154,30.265634"
15833,Темплет Бар,The Templet Bar,"м. Гражданский пр, 195269, Санкт-Петербург, Просвещения пр. 76",+7(812) 594-32-42,http://templetbar.ru/templet-prosvet/,mail@templetbar.ru,,нет,"60.041004,30.395189"
15853,Толстый Фраер,Tolsty Fraer,"м. Петроградская, 197101, Санкт-Петербург, ул. Мира,11",+7 (812) 232-30-56,http://www.tolstiy-fraer.ru/rubric/16/,,,нет,"59.959588,30.316263"
15854,Толстый Фраер,Tolstiy Fraer,"м. Купчино, 192286, Санкт-Петербург, ул. Димитрова, 20",+7 (812) 772-01-58,http://tolstiy-fraer.ru/rubric/17/,,,нет,"59.850233,30.392225"
15855,Толстый Фраер,Tolstiy Fraer,"м. Василеостровская,  199178, Санкт-Петербург, В.О., 8-я линия, 43",+7 (812) 327-71-62,http://tolstiy-fraer.ru/rubric/19/,,,нет,"59.941727,30.277241"
15856,Толстый Фраер,Tolstiy Fraer,"м. Пр. Просвещения, Санкт-Петербург, пр. Луначарского, 46",+7 (812) 592-38-85,http://tolstiy-fraer.ru/rubric/20/,,,нет,"60.044424,30.327519"
15857,Толстый Фраер,Tolstiy Fraer,"м. Невский пр., 191186, Санкт-Петербург, Думская ул.,3",+7 (812) 570-01-02,http://tolstiy-fraer.ru/rubric/21/,,,нет,"59.934199,30.328975"
15858,Фогги Дью,Foggy Dew,"м. Петроградская, 197136, Санкт-Петербург, Чкаловский пр-т, д. 58",+7 (812) 234-66-50,http://foggydew.pub/,,,нет,"59.968434,30.302357"
15859,Фогги Дью,Foggy Dew,"м. Электросила, 196105, Санкт-Петербург, Московский пр-т, д. 182",+7 (812) 388-21-49,http://foggydew.pub/,,,нет,"59.875005,30.321123"
16030,Клуб виртуальной реальности Palantir,,"г. Санкт-Петербург,  Манежный переулок 15‐17","8 921 555-81-45
8 812 648-83-58",http://palantirvr.ru/,info@palantirvr.ru,,нет,"59.942994,30.358888"
16031,Компьютерный клуб Portal,,"м. Василеостровская, 16-я линия д.43",900-95-97,https://vk.com/portalclubspb,,,нет,"59.940019,30.26567"
16032,Компьютерный клуб Restart,,"Санкт-Петербург, Большая Зеленина, 1",+7 (812) 235–17–79,,,,нет,"59.95955,30.295774"
16099,Пышечка,Pyshechka,"190031, Санкт-Петербург, Наб. канала Грибоедова, 56-58",+7 (812) 640-16-16,https://ginza.ru/spb/restaurant/pyshechka,,,нет,"59.926151,30.315347"
16100,Пышечная По-Питерски,Pyshechnaya Po-Piterski,"191036, Санкт-Петербург, Невский проспект, 87/2","8 (963) 314-86-66 
8 (911) 718-82-32",pyshkipopiterski.ru,,,нет,"59.930543,30.363775"
16104,Пышечная,Pyshechnaya,"196601, Пушкин, ул. Оранжерейная, 16",,,,,нет,"59.718412,30.406724"
16107,Ленинградские пышки,Leningradskie pyshki,"191002, Санкт-Петербург, ​Загородный проспект, 10",+7‒999‒220‒23‒17,https://vk.com/len_crumpets,,,нет,"59.926864,30.344884"
16108,Петербургские пышки,Peterburgskie pyshki,"190121, Санкт-Петербург, ул. Декабристов, 29",+7 (812) 917-96-55,https://www.instagram.com/spbpishki/,,,нет,"59.926111,30.293572"
16110,Ленинградские пышки,Leningradskie pyshki,"193168, Санкт-Петербург, ул. Дыбенко д. 16",+7‒921‒936‒98‒63,https://vk.com/len_crumpets,,,нет,"59.9045,30.469615"
16113,Ленинградские пышки,Leningradskie pyshki,"196143, Санкт-Петербург, ​Ленсовета, 30",+7 (812) 936‒98‒63,https://vk.com/len_crumpets,,,нет,"59.848177,30.330574"
16117,"Пышечная ""Грушенька""","Pyshechnaya ""Grushenka""","196620, Павловск, Конюшенная ул., 1",+7‒921‒390‒72‒92,,,,нет,"59.68662,30.443123"
16118,Лаор,Laor,"190000, Санкт-Петербург, Прачечный пер., д. 10","+7 (812) 425-37-37 , +7 (800) 600 12 10",http://laorcafe.ru/,,,нет,"59.92866991137626,30.30186681394925"
16119,ZEN BURGER,ZEN BURGER,"пер. Гривцова, 7, Санкт-Петербург, 190068",+7 (964) 321-97-12,https://vk.com/zenburger,,,нет,"59.92948581617286,30.31458469981702"
16121,Jiva Burgers,Jiva Burgers,"190031, Санкт-Петербург, канал Грибоедова, 49",+7 (812) 312-92-88,https://jivaproject.com/jivaburgers,,,нет,"59.930304169612235,30.31751482175599"
16124,KЛEVER,KLEVER,"197110, Санкт-Петербург, ул. Большая Зеленина, д. 21","+7 (812) 908-908-2,
+7 (812) 415-415-4",http://klever-cafe.ru/,,,нет,"59.96269383524762,30.28978383183162"
16125,Имбирь,Imbir,"Мурманское ш., 12км, Кудрово, Санкт-Петербург, 195220",+7 (981) 895-71-00,https://vk.com/imbirstory,,,нет,"59.89615730000003,30.51323992779073"
16126,Мантра Бар,Mantra bar,"Санкт-Петербург, Александровский парк 4/3, ТРК «Великан Парк» (1 этаж)",+7 (911) 757-35-42,"https://www.mantrabar.ru/ , https://vk.com/mantra_bar",,,нет,"59.95598523702286,30.313935119468912"
16127,Ауровилль,Auroville,"191014, Санкт-Петербург, ул. Радищева, 5",+7 (812) 915-79-63,"https://aucafe.ru/ , https://vk.com/aurocafe",,,нет,"59.93644034738235,30.36250228041028"
16128,Идиот,Idiot,"190000, Санкт-Петербург, наб. р. Мойки, 82, цокольный этаж",+7 (812) 946-51-73,https://idiot-spb.com/,,,нет,"59.930293686391614,30.303506425181364"
19099,БРЫНЗА,,"191011, Санкт-Петербург, Невский пр-т, 50",+7 (812) 945‒66‒66,www.cafebrynza.ru,,,нет,"59.934592,30.334778"
19100,БРЫНЗА,,"191023, Санкт-Петербург, Караванная ул. д.24/66",+7 (812) 945‒66‒66,www.cafebrynza.ru,,,нет,"59.934308,30.341416"
19101,БРЫНЗА,,"198516, Петергоф, Морского десанта ул. д.3",+7 (812) 944-44-90,www.cafebrynza.ru,,,нет,"59.885196,29.903874"
19102,Троицкий мост,Troitsky most,"191186, Санкт-Петербург, наб. реки Мойки, 30",+7 (812) 925-5978,https://www.instagram.com/tmostcafe/,,,нет,"59.938585490706224,30.319842647643068"
19103,Троицкий мост,Troitsky most,"191186, Санкт-Петербург, ул. Миллионная, 25",+7 (981) 884-9757,https://www.instagram.com/tmostcafe/,,,нет,"59.94276310489921,30.32124454172249"
19104,Троицкий мост,Troitsky most,"190000, Санкт-Петербург, ул. Галерная, 19",79312541020.0,https://www.instagram.com/tmostcafe/,,,нет,"59.934081459112555,30.296410869323648"
19105,Царь-Пышка,King-Pyshka,"196105, Санкт-Петербург, Московский пр., д. 137 ТЦ Электра","+7‒981‒702‒54‒83
+7‒911‒833‒77‒90",www.kingpyshka.ru,info@king-pyshka.ru,,нет,"59.881719,30.314673"
19106,Царь-Пышка,King-Pyshka,"Санкт-Петербург, ​Лиговский проспект, 27","+7‒981‒702‒54‒83
+7‒911‒235‒76‒17",ru,info@king-pyshka.ru,,нет,"59.933924,30.362356"
19234,Паруса на крыше Панорамный ресторан,Panoramic restaurant Sails on the Roof,"​Льва Толстого, 9",+7 (812) 991‒10‒90,nakryshe.parusa-spb.ru,"info@parusabanket.ru, v@parusarmc.ru",ресторан высокой кухни,нет,"59.96520899999999,30.3156348"
19235,Паруса Ресторан,Restaurant Sails,"Петровская коса, 9а","+7 (812) 929‒92‒83
+7 (812) 923‒63‒99
+7 (812) 922‒52‒63",www.parusa-spb.ru,parusabar@mail.ru,"европейская, итальянская, кавказская кухня",нет,"59.9632382,30.2470999"
19236,Банкетный зал More. Yachts & Seafood,Banqueting hall More. Yachts & Seafood,"Петровская коса, 9","+7 (812) 922‒52‒63
+7 (812) 923‒63‒99",restoran-more.ru,parusabar@mail.ru,"европейская, итальянская, кавказская кухня",нет,"59.9632382,30.2470999"
19237,Feromon Efimova,Feromon Efimova,"Ефимова, 3 лит Ж",+7‒921‒933‒36‒33,feromon.group,info@feromon.group,сеть лаундж баров Feromon Group с кальяном,нет,"59.9251263,30.3206875"
19238,Feromon 5 Uglov,Feromon 5 Uglov,"​Ломоносова, 18","+7 (812) 907‒07‒95
+7‒921‒907‒07‒95",feromon.group,info@feromon.group,Сеть лаундж-баров Feromon group с кальяном,нет,"59.9274291,30.339317"
19239,Feromon Komenda,Feromon Komenda,"​Испытателей проспект, 30","+7 (812) 944‒00‒98
+7‒921‒944‒00‒98",feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"60.00659899999999,30.2646119"
19240,FEROMON OPTIKOV,FEROMON OPTIKOV,"​Оптиков, 45 к1",+7‒921‒965‒00‒97,feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"60.00250610000001,30.2050071"
19241,FEROMON PRIMORSKAYA,FEROMON PRIMORSKAYA,"Кораблестроителей, 30/1",+7‒999‒026‒60‒54,feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"59.952685,30.2111661"
19242,FEROMON STREMYANNAYA,FEROMON STREMYANNAYA,"​Стремянная, 16","+7 (812) 952‒99‒99
+7‒921‒952‒99‒99",feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"59.93097999999999,30.352496"
19243,FEROMON NA GRAZHDANSKOM,FEROMON NA GRAZHDANSKOM,"​Гражданский проспект, 119",+7‒999‒026‒36‒23,feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"60.034018,30.4205079"
19244,FEROMON ZHUKOVSKOGO,FEROMON ZHUKOVSKOGO,"​Жуковского, 22",+7‒921‒966‒22‒22,feromon.group,info@feromon.group,Сеть лаундж-баров Feromon Group с кальяном,нет,"59.9360437,30.3575131"
19245,FEROMON POVARSKOY,FEROMON POVARSKOY,"​Поварской переулок, 8","+7 (812) 999‒98‒76
+7‒921‒999‒98‒76",feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"59.929631,30.3522419"
19246,AMSTERDAM BAR,AMSTERDAM BAR,"Московский проспект, 173","+7 (812) 907‒00‒98
+7‒921‒907‒00‒98",feromon.group,info@feromon.group,Сеть лаундж-баров Feromon Group с кальяном,нет,"59.86125800000001,30.3192961"
19247,FEROMON TIPANOVA,FEROMON TIPANOVA,"​Типанова, 7","+7 (812) 912‒00‒98
+7‒921‒912‒00‒98",feromon.group,info@feromon.group,Сеть лаундж-баров с кальяном,нет,"59.852729,30.331549"
19248,FREEMENS,FREEMENS,"​Ивановская, 17 лит А",+7‒999‒026‒60‒45,feromon.group,info@feromon.group,Сеть лаундж-баров Feromon Group с кальяном,нет,"59.874343,30.439635"
19249,FEROMON NEFT,FEROMON NEFT,"​Космонавтов проспект, 63 к1","+7 (812) 995‒00‒98
+7‒921‒995‒00‒98",feromon.group,info@feromon.group,Сеть лаундж-баров Feromon Group с кальяном,нет,"59.83862299999999,30.357313"
19250,Beer House,Beer House,"Некрасова, 25",604-54-00,beerhousebar.ru,info@beerhouse.ru,"Необычные названия блюд построены вокруг популярных национальных кушаний. Ароматные наваристые супы, немецкие колбасы, мидии, фирменные бургеры - все это можно попробовать здесь! Также в Beer House готовят вкуснейшие стейки.
Барная карта включает более 40 сортов разливного и бутылочного пенного из Англии, Ирландии, Германии, Чехии, Бельгии, США, России и других стран.",нет,"59.938619,30.358925"
